cod_ibge,state,population
3147204,MG,21583
3147303,MG,20983
3147402,MG,24427
3147501,MG,1732
3147600,MG,16470
3147709,MG,8324
3147808,MG,2104
3147907,MG,114458
3147956,MG,5976
3148004,MG,150893
3148103,MG,89983
3148202,MG,5680
3148301,MG,9698
3148400,MG,4982
3148509,MG,8709
3148608,MG,17871
3148707,MG,24748
3148756,MG,7117
3148806,MG,3270
3148905,MG,4034
3149002,MG,2452
3149101,MG,11570
3149150,MG,11396
3149200,MG,3672
3149309,MG,63837
3149408,MG,1843
3149507,MG,3347
3149606,MG,4395
3149705,MG,10846
3149804,MG,15925
3149903,MG,21444
3149952,MG,7060
3150000,MG,4311
3150109,MG,2850
3150158,MG,8247
3150208,MG,4213
3150307,MG,4684
3150406,MG,4981
3150505,MG,8720
3150539,MG,4873
3150570,MG,7585
3150604,MG,6566
3150703,MG,5790
3150802,MG,17918
3150901,MG,5514
3151008,MG,8597
3151107,MG,10876
3151206,MG,56706
3151305,MG,11080
3151404,MG,27706
3151503,MG,34525
3151602,MG,11796
3151701,MG,16903
3151800,MG,166085
3151909,MG,8841
3152006,MG,31612
3152105,MG,60361
3152131,MG,4259
3152170,MG,12138
3152204,MG,38741
3152303,MG,11245
3152402,MG,16641
3152501,MG,147137
3152600,MG,6185
3152709,MG,9021
3152808,MG,27796
3152907,MG,8890
3153004,MG,3569
3153103,MG,5562
3153202,MG,3827
3153301,MG,3061
3153400,MG,19599
3153509,MG,8522
3153608,MG,10577
3153707,MG,3557
3153806,MG,1958
3153905,MG,16390
3154002,MG,24368
3154101,MG,10697
3154150,MG,7117
3154200,MG,11569
3154309,MG,17715
3154408,MG,4861
3154457,MG,8290
3154507,MG,9672
3154606,MG,328871
3154705,MG,4058
3154804,MG,10123
3154903,MG,14130
3155009,MG,2623
3155108,MG,5302
3155207,MG,5825
3155306,MG,5774
3155405,MG,9084
3155504,MG,12462
3155603,MG,31016
3155702,MG,14624
3155801,MG,18061
3155900,MG,5544
3156007,MG,13453
3156106,MG,4834
3156205,MG,2293
3156304,MG,7857
3156403,MG,3644
3156452,MG,4580
3156502,MG,6789
3156601,MG,10377
3156700,MG,135968
3156809,MG,15936
3156908,MG,25998
3157005,MG,41678
3157104,MG,7127
3157203,MG,30690
3157252,MG,8180
3157278,MG,3096
3157302,MG,4590
3157336,MG,8547
3157377,MG,4337
3157401,MG,4960
3157500,MG,4587
3157609,MG,3985
3157658,MG,6410
3157708,MG,13380
3157807,MG,218897
3157906,MG,16173
3158003,MG,11007
3158102,MG,5381
3158201,MG,14896
3158300,MG,7322
3158409,MG,3876
3158508,MG,7965
3158607,MG,4032
3158706,MG,2436
3158805,MG,4861
3158904,MG,8853
3158953,MG,32828
3159001,MG,4301
3159100,MG,3887
3159209,MG,9198
3159308,MG,5043
3159357,MG,7149
3159407,MG,3566
3159506,MG,5699
3159605,MG,42324
3159704,MG,3386
3159803,MG,19646
3159902,MG,18553
3160009,MG,3668
3160108,MG,4071
3160207,MG,4040
3160306,MG,11977
3160405,MG,28115
3160454,MG,7339
3160504,MG,1813
3160603,MG,3218
3160702,MG,47561
3160801,MG,5159
3160900,MG,3747
3160959,MG,5697
3161007,MG,17787
3161056,MG,3458
3161106,MG,56805
3161205,MG,6673
3161304,MG,6224
3161403,MG,5085
3161502,MG,11905
3161601,MG,4214
3161650,MG,3920
3161700,MG,6898
3161809,MG,11985
3161908,MG,10773
3162005,MG,25517
3162104,MG,35016
3162203,MG,7431
3162252,MG,4942
3162302,MG,2811
3162401,MG,25856
3162450,MG,12862
3162500,MG,90263
3162559,MG,11367
3162575,MG,5759
3162609,MG,7819
3162658,MG,4396
3162708,MG,23729
3162807,MG,16083
3162906,MG,26538
3162922,MG,30160
3162948,MG,7374
3162955,MG,22910
3163003,MG,4303
3163102,MG,4834
3163201,MG,4228
3163300,MG,3946
3163409,MG,5633
3163508,MG,6650
3163607,MG,2787
3163706,MG,45457
3163805,MG,7045
3163904,MG,4911
3164001,MG,8181
3164100,MG,5494
3164209,MG,11892
3164308,MG,7092
3164407,MG,5438
3164431,MG,3006
3164472,MG,6419
3164506,MG,10511
3164605,MG,6589
3164704,MG,70533
3164803,MG,1582
3164902,MG,2249
3165008,MG,11073
3165107,MG,7222
3165206,MG,7106
3165305,MG,7672
3165404,MG,6850
3165503,MG,6198
3165537,MG,31037
3165552,MG,12060
3165560,MG,2776
3165578,MG,5439
3165602,MG,2049
3165701,MG,7792
3165800,MG,1672
3165909,MG,4410
3166006,MG,5892
3166105,MG,3602
3166204,MG,10622
3166303,MG,7434
3166402,MG,1874
3166501,MG,4372
3166600,MG,812
3166709,MG,8809
3166808,MG,11491
3166907,MG,7812
3166956,MG,4769
3167004,MG,2023
3167103,MG,21435
3167202,MG,236228
3167301,MG,2292
3167400,MG,6314
3167509,MG,2651
3167608,MG,19633
3167707,MG,5791
3167806,MG,6131
3167905,MG,3963
3168002,MG,33824
3168051,MG,3196
3168101,MG,4650
3168200,MG,1921
3168309,MG,4075
3168408,MG,14667
3168507,MG,11836
3168606,MG,141934
3168705,MG,88931
3168804,MG,7807
3168903,MG,6795
3169000,MG,16766
3169059,MG,4147
3169109,MG,6232
3169208,MG,8772
3169307,MG,78999
3169356,MG,31687
3169406,MG,57097
3169505,MG,6739
3169604,MG,25538
3169703,MG,19762
3169802,MG,5025
3169901,MG,113300
3170008,MG,12531
3170057,MG,12622
3170107,MG,328272
3170206,MG,676613
3170305,MG,2709
3170404,MG,83980
3170438,MG,4452
3170479,MG,3338
3170503,MG,10589
3170529,MG,16095
3170578,MG,6632
3170602,MG,2209
3170651,MG,5032
3170701,MG,134364
3170750,MG,6947
3170800,MG,39128
3170909,MG,19723
3171006,MG,20784
3171030,MG,9220
3171071,MG,5798
3171105,MG,3911
3171154,MG,4905
3171204,MG,122365
3171303,MG,78381
3171402,MG,3741
3171501,MG,3342
3171600,MG,14043
3171709,MG,8870
3171808,MG,10793
3171907,MG,5613
3172004,MG,41932
3172103,MG,5315
3172202,MG,2615
3200102,ES,32361
3200136,ES,10085
3200169,ES,11893
3200201,ES,32146
3200300,ES,15082
3200359,ES,8022
3200409,ES,28546
3200508,ES,7932
3200607,ES,98393
3200706,ES,11804
3200805,ES,31794
3200904,ES,45283
3201001,ES,15460
3201100,ES,10254
3201159,ES,12838
3201209,ES,211649
3201308,ES,387368
3201407,ES,38304
3201506,ES,124525
3201605,ES,31574
3201704,ES,12944
3201803,ES,4612
3201902,ES,34757
3202009,ES,6949
3202108,ES,24217
3202207,ES,20757
3202256,ES,12600
3202306,ES,31201
3202405,ES,123166
3202454,ES,25882
3202504,ES,12581
3202553,ES,9373
3202603,ES,14016
3202652,ES,13380
3202702,ES,14815
3202801,ES,34628
3202900,ES,11231
3203007,ES,29896
3203056,ES,29642
3203106,ES,12036
3203130,ES,17168
3203163,ES,11457
3203205,ES,169048
3203304,ES,15419
3203320,ES,38670
3203346,ES,16545
3203353,ES,12602
3203403,ES,27388
3203502,ES,19391
3203601,ES,5861
3203700,ES,18745
3203809,ES,15806
3203908,ES,50991
3204005,ES,23697
3204054,ES,26537
3204104,ES,27130
3204203,ES,21336
3204252,ES,7901
3204302,ES,11742
3204351,ES,19457
3204401,ES,12095
3204500,ES,12889
3204559,ES,39928
3204609,ES,24025
3204658,ES,8818
3204708,ES,37375
3204807,ES,11036
3204906,ES,128449
3204955,ES,12579
3205002,ES,502618
3205010,ES,29038
3205036,ES,21584
3205069,ES,24575
3205101,ES,76776
3205150,ES,9459
3205176,ES,14697
3205200,ES,486388
3205309,ES,363140
3300100,RJ,194619
3300159,RJ,11292
3300209,RJ,126742
3300225,RJ,12143
3300233,RJ,32260
3300258,RJ,29304
3300308,RJ,97460
3300407,RJ,179451
3300456,RJ,495783
3300506,RJ,26566
3300605,RJ,36068
3300704,RJ,216030
3300803,RJ,57048
3300902,RJ,15124
3300936,RJ,15568
3300951,RJ,8336
3301009,RJ,490288
3301108,RJ,19697
3301157,RJ,12519
3301207,RJ,18264
3301306,RJ,41999
3301405,RJ,22461
3301504,RJ,21250
3301603,RJ,11169
3301702,RJ,890997
3301801,RJ,13576
3301850,RJ,57921
3301876,RJ,26936
3301900,RJ,232394
3302007,RJ,122369
3302056,RJ,14723
3302106,RJ,22694
3302205,RJ,99997
3302254,RJ,30703
3302270,RJ,101237
3302304,RJ,7217
3302403,RJ,244139
3302452,RJ,5434
3302502,RJ,237420
3302601,RJ,42415
3302700,RJ,153008
3302809,RJ,18123
3302858,RJ,171280
3302908,RJ,24871
3303005,RJ,26551
3303104,RJ,14960
3303203,RJ,158329
3303302,RJ,499028
3303401,RJ,185381
3303500,RJ,798647
3303609,RJ,50447
3303708,RJ,42922
3303807,RJ,41454
3303856,RJ,26991
3303906,RJ,298235
3303955,RJ,24282
3304003,RJ,28222
3304102,RJ,18248
3304110,RJ,18829
3304128,RJ,13785
3304144,RJ,145386
3304151,RJ,23535
3304201,RJ,126923
3304300,RJ,58272
3304409,RJ,17988
3304508,RJ,8984
3304524,RJ,141117
3304557,RJ,6520266
3304607,RJ,10172
3304706,RJ,41312
3304755,RJ,41191
3304805,RJ,37689
3304904,RJ,1049826
3305000,RJ,35174
3305109,RJ,460461
3305133,RJ,6953
3305158,RJ,21114
3305208,RJ,99906
3305307,RJ,9094
3305406,RJ,17765
3305505,RJ,85175
3305554,RJ,84416
3305604,RJ,21253
3305703,RJ,15191
3305752,RJ,32970
3305802,RJ,176060
3305901,RJ,10352
3306008,RJ,79402
3306107,RJ,74237
3306156,RJ,10597
3306206,RJ,35768
3306305,RJ,265201
3500105,SP,35139
3500204,SP,3609
3500303,SP,35508
3500402,SP,8104
3500501,SP,18509
3500550,SP,6009
3500600,SP,3268
3500709,SP,36880
3500758,SP,5754
3500808,SP,4135
3500907,SP,4109
3501004,SP,16219
3501103,SP,4154
3501152,SP,18324
3501202,SP,3795
3501301,SP,24813
3501400,SP,5119
3501509,SP,3196
3501608,SP,233868
3501707,SP,39189
3501806,SP,5967
3501905,SP,71193
3502002,SP,4845
3502101,SP,57350
3502200,SP,24634
3502309,SP,6484
3502408,SP,4053
3502507,SP,36279
3502606,SP,4329
3502705,SP,24945
3502754,SP,21038
3502804,SP,194874
3502903,SP,32495
3503000,SP,5552
3503109,SP,6368
3503158,SP,2509
3503208,SP,230770
3503307,SP,131282
3503356,SP,1856
3503406,SP,8452
3503505,SP,3879
3503604,SP,11107
3503703,SP,9451
3503802,SP,51986
3503901,SP,86430
3503950,SP,1842
3504008,SP,102924
3504107,SP,139683
3504206,SP,15085
3504305,SP,5337
3504404,SP,13112
3504503,SP,89479
3504602,SP,16843
3504701,SP,5188
3504800,SP,8908
3504909,SP,10867
3505005,SP,3406
3505104,SP,7251
3505203,SP,34602
3505302,SP,36331
3505351,SP,5653
3505401,SP,7781
3505500,SP,120638
3505609,SP,31921
3505708,SP,267534
3505807,SP,21073
3505906,SP,61480
3506003,SP,371690
3506102,SP,77761
3506201,SP,2925
3506300,SP,11180
3506359,SP,59297
3506409,SP,7837
3506508,SP,120692
3506607,SP,31793
3506706,SP,14727
3506805,SP,12040
3506904,SP,11236
3507001,SP,57910
3507100,SP,24023
3507159,SP,3888
3507209,SP,839
3507308,SP,4717
3507407,SP,15791
3507456,SP,2577
3507506,SP,142546
3507605,SP,164163
3507704,SP,5557
3507753,SP,2812
3507803,SP,24092
3507902,SP,23858
3508009,SP,19737
3508108,SP,16841
3508207,SP,4408
3508306,SP,4352
3508405,SP,47877
3508504,SP,92587
3508603,SP,32773
3508702,SP,19025
3508801,SP,17645
3508900,SP,4211
3509007,SP,98223
3509106,SP,5695
3509205,SP,73921
3509254,SP,28870
3509304,SP,10444
3509403,SP,25655
3509452,SP,5963
3509502,SP,1182429
3509601,SP,82520
3509700,SP,51454
3509809,SP,4900
3509908,SP,12609
3509957,SP,4975
3510005,SP,31263
3510104,SP,2792
3510153,SP,5025
3510203,SP,47463
3510302,SP,20005
3510401,SP,54298
3510500,SP,116786
3510609,SP,396587
3510708,SP,12328
3510807,SP,30144
3510906,SP,2591
3511003,SP,20362
3511102,SP,120691
3511201,SP,7700
3511300,SP,8971
3511409,SP,19495
3511508,SP,46733
3511607,SP,17587
3511706,SP,16772
3511904,SP,8254
3512001,SP,18376
3512100,SP,6225
3512209,SP,27554
3512308,SP,17638
3512407,SP,23793
3512506,SP,5885
3512605,SP,4840
3512704,SP,4054
3512803,SP,69086
3512902,SP,7374
3513009,SP,237750
3513108,SP,34651
3513207,SP,8424
3513306,SP,2161
3513405,SP,81724
3513504,SP,128748
3513603,SP,21929
3513702,SP,33346
3513801,SP,417869
3513850,SP,1785
3513900,SP,11384
3514007,SP,8744
3514106,SP,26891
3514205,SP,2136
3514304,SP,8909
3514403,SP,46324
3514502,SP,12549
3514601,SP,9468
3514700,SP,6247
3514809,SP,15436
3514908,SP,17393
3514924,SP,3537
3514957,SP,2476
3515004,SP,267054
3515103,SP,68270
3515129,SP,3197
3515152,SP,19497
3515186,SP,44170
3515194,SP,4713
3515202,SP,8466
3515301,SP,2769
3515350,SP,9559
3515400,SP,16028
3515509,SP,68670
3515608,SP,5782
3515657,SP,1691
3515707,SP,188868
3515806,SP,1571
3515905,SP,2982
3516002,SP,14282
3516101,SP,2758
3516200,SP,347237
3516309,SP,171602
3516408,SP,149502
3516507,SP,2791
3516606,SP,6776
3516705,SP,44582
3516804,SP,4683
3516853,SP,4739
3516903,SP,10951
3517000,SP,11362
3517109,SP,4800
3517208,SP,11869
3517307,SP,5737
3517406,SP,40287
3517505,SP,20637
3517604,SP,17640
3517703,SP,21081
3517802,SP,8466
3517901,SP,10964
3518008,SP,2017
3518107,SP,6672
3518206,SP,32654
3518305,SP,28978
3518404,SP,120417
3518503,SP,17551
3518602,SP,39216
3518701,SP,315563
3518800,SP,1349113
3518859,SP,7546
3518909,SP,5179
3519006,SP,9397
3519055,SP,14012
3519071,SP,222186
3519105,SP,11343
3519204,SP,6434
3519253,SP,8484
3519303,SP,34226
3519402,SP,12096
3519501,SP,7540
3519600,SP,58715
3519709,SP,77566
3519808,SP,8112
3519907,SP,8103
3520004,SP,24596
3520103,SP,30073
3520202,SP,9443
3520301,SP,30644
3520400,SP,33354
3520426,SP,10656
3520442,SP,26540
3520509,SP,239602
3520608,SP,4931
3520707,SP,3951
3520806,SP,3933
3520905,SP,14766
3521002,SP,34913
3521101,SP,7177
3521150,SP,5178
3521200,SP,4299
3521309,SP,15932
3521408,SP,23264
3521507,SP,7878
3521606,SP,8248
3521705,SP,17879
3521804,SP,26526
3521903,SP,15246
3522000,SP,3703
3522109,SP,98629
3522158,SP,3341
3522208,SP,170927
3522307,SP,160070
3522406,SP,93570
3522505,SP,229502
3522604,SP,73844
3522653,SP,4186
3522703,SP,42747
3522802,SP,15165
3522901,SP,13618
3523008,SP,4802
3523107,SP,360657
3523206,SP,50379
3523305,SP,17062
3523404,SP,116503
3523503,SP,20158
3523602,SP,17589
3523701,SP,6405
3523800,SP,7853
3523909,SP,170157
3524006,SP,57031
3524105,SP,41414
3524204,SP,6917
3524303,SP,76563
3524402,SP,229851
3524501,SP,6728
3524600,SP,17900
3524709,SP,54204
3524808,SP,49110
3524907,SP,6305
3525003,SP,121492
3525102,SP,42904
3525201,SP,28540
3525300,SP,146338
3525409,SP,3202
3525508,SP,12947
3525607,SP,4468
3525706,SP,36198
3525805,SP,4733
3525854,SP,3237
3525904,SP,409497
3526001,SP,20353
3526100,SP,19192
3526209,SP,31027
3526308,SP,4943
3526407,SP,27890
3526506,SP,11156
3526605,SP,7150
3526704,SP,101184
3526803,SP,67185
3526902,SP,300911
3527009,SP,7695
3527108,SP,77021
3527207,SP,87980
3527256,SP,2270
3527306,SP,45922
3527405,SP,21461
3527504,SP,2381
3527603,SP,14021
3527702,SP,5633
3527801,SP,4573
3527900,SP,2705
3528007,SP,17111
3528106,SP,8086
3528205,SP,3736
3528304,SP,3185
3528403,SP,46567
3528502,SP,95601
3528601,SP,9714
3528700,SP,5611
3528809,SP,13981
3528858,SP,2949
3528908,SP,4087
3529005,SP,235234
3529104,SP,2140
3529203,SP,26123
3529302,SP,82307
3529401,SP,462005
3529500,SP,5302
3529609,SP,3892
3529658,SP,1926
3529708,SP,21973
3529807,SP,12812
3529906,SP,20288
3530003,SP,3045
3530102,SP,29315
3530201,SP,18130
3530300,SP,58760
3530409,SP,4758
3530508,SP,68994
3530607,SP,433901
3530706,SP,149396
3530805,SP,92365
3530904,SP,3470
3531001,SP,2249
3531100,SP,54257
3531209,SP,7871
3531308,SP,49979
3531407,SP,24393
3531506,SP,19234
3531605,SP,4190
3531704,SP,4549
3531803,SP,57240
3531902,SP,32220
3532009,SP,13232
3532058,SP,4676
3532108,SP,4453
3532157,SP,3049
3532207,SP,4746
3532306,SP,6754
3532405,SP,18121
3532504,SP,8999
3532603,SP,11398
3532702,SP,4994
3532801,SP,6733
3532827,SP,9504
3532843,SP,1978
3532868,SP,1239
3532900,SP,10755
3533007,SP,21071
3533106,SP,2304
3533205,SP,3745
3533254,SP,5527
3533304,SP,3953
3533403,SP,58227
3533502,SP,40225
3533601,SP,7341
3533700,SP,4308
3533809,SP,2583
3533908,SP,54037
3534005,SP,4286
3534104,SP,6473
3534203,SP,6731
3534302,SP,43306
3534401,SP,697886
3534500,SP,2616
3534609,SP,32709
3534708,SP,111813
3534757,SP,9897
3534807,SP,8440
3534906,SP,14086
3535002,SP,12542
3535101,SP,12730
3535200,SP,9496
3535309,SP,22196
3535408,SP,15619
3535507,SP,45255
3535606,SP,18206
3535705,SP,6369
3535804,SP,19730
3535903,SP,4051
3536000,SP,11073
3536109,SP,6259
3536208,SP,19537
3536257,SP,2150
3536307,SP,14351
3536406,SP,7147
3536505,SP,102499
3536570,SP,1841
3536604,SP,8953
3536703,SP,45708
3536802,SP,6078
3536901,SP,2547
3537008,SP,16645
3537107,SP,46598
3537156,SP,3087
3537206,SP,11136
3537305,SP,62738
3537404,SP,25790
3537503,SP,8410
3537602,SP,66572
3537701,SP,5846
3537800,SP,55092
3537909,SP,28718
3538006,SP,164000
3538105,SP,16656
3538204,SP,14763
3538303,SP,3693
3538501,SP,13976
3538600,SP,26991
3538709,SP,397322
3538808,SP,29790
3538907,SP,24973
3539004,SP,11323
3539103,SP,18174
3539202,SP,27021
3539301,SP,75474
3539400,SP,13335
3539509,SP,38889
3539608,SP,5067
3539707,SP,3488
3539806,SP,115488
3539905,SP,5935
3540002,SP,21674
3540101,SP,3480
3540200,SP,47638
3540259,SP,4519
3540309,SP,2594
3540408,SP,4240
3540507,SP,9565
3540606,SP,52507
3540705,SP,55432
3540754,SP,23360
3540804,SP,17002
3540853,SP,3768
3540903,SP,20516
3541000,SP,310024
3541059,SP,5126
3541109,SP,4155
3541208,SP,13420
3541307,SP,43897
3541406,SP,225271
3541505,SP,39544
3541604,SP,39506
3541653,SP,3680
3541703,SP,13893
3541802,SP,3267
3541901,SP,12949
3542008,SP,6530
3542107,SP,9054
3542206,SP,29821
3542305,SP,3908
3542404,SP,19985
3542503,SP,9042
3542602,SP,56430
3542701,SP,7384
3542800,SP,3390
3542909,SP,13060
3543006,SP,17220
3543105,SP,4644
3543204,SP,4571
3543238,SP,2243
3543253,SP,7697
3543303,SP,121848
3543402,SP,682302
3543501,SP,5792
3543600,SP,3618
3543709,SP,10823
3543808,SP,10098
3543907,SP,202952
3544004,SP,33935
3544103,SP,49408
3544202,SP,12086
3544251,SP,17795
3544301,SP,10512
3544400,SP,3046
3544509,SP,3102
3544608,SP,5549
3544707,SP,2453
3544806,SP,6144
3544905,SP,11641
3545001,SP,16903
3545100,SP,5222
3545159,SP,8019
3545209,SP,116191
3545308,SP,44397
3545407,SP,9287
3545506,SP,4174
3545605,SP,15331
3545704,SP,5999
3545803,SP,191889
3546009,SP,14667
3546108,SP,2134
3546207,SP,4409
3546256,SP,2110
3546306,SP,33455
3546405,SP,47148
3546504,SP,5662
3546603,SP,31802
3546702,SP,25637
3546801,SP,56014
3546900,SP,8758
3547007,SP,6021
3547106,SP,2945
3547205,SP,1555
3547304,SP,131887
3547403,SP,2544
3547502,SP,27590
3547601,SP,26067
3547650,SP,1536
3547700,SP,21030
3547809,SP,715231
3547908,SP,6829
3548005,SP,22801
3548054,SP,8285
3548104,SP,6029
3548203,SP,6800
3548302,SP,3057
3548401,SP,4687
3548500,SP,434742
3548609,SP,10895
3548708,SP,827437
3548807,SP,159608
3548906,SP,246088
3549003,SP,2850
3549102,SP,90089
3549201,SP,2601
3549250,SP,1904
3549300,SP,2132
3549409,SP,50921
3549508,SP,8885
3549607,SP,4181
3549706,SP,54734
3549805,SP,450657
3549904,SP,703219
3549953,SP,15465
3550001,SP,10740
3550100,SP,40692
3550209,SP,32910
3550308,SP,12106920
3550407,SP,34898
3550506,SP,7624
3550605,SP,88473
3550704,SP,85538
3550803,SP,12317
3550902,SP,15225
3551009,SP,360380
3551108,SP,10034
3551207,SP,3681
3551306,SP,3411
3551405,SP,13810
3551504,SP,43790
3551603,SP,28742
3551702,SP,122643
3551801,SP,13053
3551900,SP,17115
3552007,SP,6228
3552106,SP,40220
3552205,SP,659871
3552304,SP,7733
3552403,SP,273007
3552502,SP,290769
3552551,SP,3836
3552601,SP,12251
3552700,SP,16159
3552809,SP,279634
3552908,SP,6193
3553005,SP,13111
3553104,SP,6255
3553203,SP,5603
3553302,SP,23267
3553401,SP,25723
3553500,SP,7973
3553609,SP,13062
3553658,SP,2823
3553708,SP,56951
3553807,SP,23240
3553856,SP,5715
3553906,SP,7302
3553955,SP,14547
3554003,SP,118939
3554102,SP,307953
3554201,SP,4677
3554300,SP,22914
3554409,SP,9227
3554508,SP,41022
3554607,SP,2690
3554656,SP,2395
3554706,SP,9934
3554755,SP,1691
3554805,SP,45904
3554904,SP,5767
3554953,SP,6689
3555000,SP,65758
3555109,SP,15321
3555208,SP,2016
3555307,SP,1827
3555356,SP,6080
3555406,SP,88313
3555505,SP,4734
3555604,SP,10047
3555703,SP,1793
3555802,SP,9148
3555901,SP,1207
3556008,SP,13655
3556107,SP,12800
3556206,SP,124024
3556305,SP,25632
3556354,SP,10143
3556404,SP,42310
3556453,SP,50346
3556503,SP,118917
3556602,SP,10963
3556701,SP,75129
3556800,SP,18654
3556909,SP,8335
3556958,SP,1833
3557006,SP,119898
3557105,SP,92768
3557154,SP,2636
3557204,SP,12487
3557303,SP,11067
4100103,PR,7768
4100202,PR,6254
4100301,PR,9161
4100400,PR,115364
4100459,PR,2948
4100509,PR,21988
4100608,PR,14693
4100707,PR,10222
4100806,PR,11237
4100905,PR,6084
4101002,PR,18886
4101051,PR,2901
4101101,PR,20769
4101150,PR,2974
4101200,PR,19420
4101309,PR,7587
4101408,PR,132691
4101507,PR,118477
4101606,PR,27906
4101655,PR,3343
4101705,PR,14098
4101804,PR,137452
4101853,PR,2301
4101903,PR,15999
4102000,PR,34064
4102109,PR,26196
4102208,PR,3999
4102307,PR,12602
4102406,PR,32486
4102505,PR,12300
4102604,PR,10314
4102703,PR,2828
4102752,PR,3774
4102802,PR,15656
4102901,PR,16627
4103008,PR,4392
4103024,PR,2671
4103040,PR,6665
4103057,PR,7911
4103107,PR,12477
4103156,PR,3733
4103206,PR,7019
4103222,PR,3358
4103305,PR,7280
4103354,PR,5687
4103370,PR,2943
4103404,PR,2911
4103453,PR,17175
4103479,PR,4245
4103503,PR,8583
4103602,PR,25401
4103701,PR,105347
4103800,PR,7808
4103909,PR,15042
4103958,PR,4062
4104006,PR,42547
4104055,PR,4162
4104105,PR,7829
4104204,PR,127309
4104253,PR,28244
4104303,PR,94153
4104402,PR,16059
4104428,PR,15978
4104451,PR,13505
4104501,PR,19364
4104600,PR,15850
4104659,PR,22282
4104709,PR,14431
4104808,PR,319608
4104907,PR,71501
4105003,PR,10451
4105102,PR,11246
4105201,PR,17885
4105300,PR,11764
4105409,PR,19911
4105508,PR,79571
4105607,PR,12326
4105706,PR,17250
4105805,PR,237402
4105904,PR,23941
4106001,PR,8821
4106100,PR,3866
4106209,PR,17961
4106308,PR,17193
4106407,PR,48677
4106456,PR,7547
4106506,PR,21666
4106555,PR,3617
4106571,PR,4369
4106605,PR,21237
4106704,PR,4619
4106803,PR,18907
4106852,PR,3110
4106902,PR,1908359
4107009,PR,15004
4107108,PR,5389
4107124,PR,3555
4107157,PR,5294
4107207,PR,39856
4107256,PR,8439
4107306,PR,6069
4107405,PR,6168
4107504,PR,14314
4107520,PR,1852
4107538,PR,4406
4107546,PR,4447
4107553,PR,3323
4107603,PR,17306
4107652,PR,95225
4107702,PR,4898
4107736,PR,5904
4107751,PR,8177
4107801,PR,5103
4107850,PR,4782
4107900,PR,6603
4108007,PR,11087
4108106,PR,2697
4108205,PR,7133
4108304,PR,264044
4108320,PR,6350
4108403,PR,88465
4108452,PR,5079
4108502,PR,14038
4108551,PR,3178
4108601,PR,29664
4108650,PR,7448
4108700,PR,6167
4108809,PR,32974
4108908,PR,6591
4108957,PR,8619
4109005,PR,3934
4109104,PR,2292
4109203,PR,5492
4109302,PR,13641
4109401,PR,180364
4109500,PR,7923
4109609,PR,35986
4109658,PR,5643
4109708,PR,31095
4109757,PR,6396
4109807,PR,53356
4109906,PR,8482
4110003,PR,4343
4110052,PR,2304
4110078,PR,12697
4110102,PR,31719
4110201,PR,11331
4110300,PR,3137
4110409,PR,4504
4110508,PR,15139
4110607,PR,14704
4110656,PR,2462
4110706,PR,60425
4110805,PR,10608
4110904,PR,4620
4110953,PR,10587
4111001,PR,6819
4111100,PR,6210
4111209,PR,11685
4111258,PR,27500
4111308,PR,3229
4111407,PR,13797
4111506,PR,32720
4111555,PR,8120
4111605,PR,3240
4111704,PR,5255
4111803,PR,40263
4111902,PR,13398
4112009,PR,34822
4112108,PR,21341
4112207,PR,5897
4112306,PR,5084
4112405,PR,9307
4112504,PR,12019
4112603,PR,1396
4112702,PR,12615
4112751,PR,8861
4112801,PR,11731
4112900,PR,3430
4112959,PR,7650
4113007,PR,7026
4113106,PR,4368
4113205,PR,48067
4113254,PR,6205
4113304,PR,32379
4113403,PR,4131
4113429,PR,3662
4113452,PR,5071
4113502,PR,22903
4113601,PR,4751
4113700,PR,558439
4113734,PR,7455
4113759,PR,5063
4113809,PR,4911
4113908,PR,13738
4114005,PR,13798
4114104,PR,22164
4114203,PR,34559
4114302,PR,25662
4114351,PR,2861
4114401,PR,17269
4114500,PR,13708
4114609,PR,51795
4114708,PR,5932
4114807,PR,34955
4114906,PR,9068
4115002,PR,7166
4115101,PR,10555
4115200,PR,406693
4115309,PR,6638
4115358,PR,5776
4115408,PR,14539
4115457,PR,4725
4115507,PR,4765
4115606,PR,17640
4115705,PR,33450
4115739,PR,3576
4115754,PR,10039
4115804,PR,45586
4115853,PR,5476
4115903,PR,2314
4116000,PR,1875
4116059,PR,10879
4116109,PR,12621
4116208,PR,16540
4116307,PR,3958
4116406,PR,4075
4116505,PR,1536
4116604,PR,3545
4116703,PR,11300
4116802,PR,6295
4116901,PR,28084
4116950,PR,5194
4117008,PR,8356
4117057,PR,11927
4117107,PR,13486
4117206,PR,5829
4117214,PR,4217
4117222,PR,8186
4117255,PR,10745
4117271,PR,6498
4117297,PR,2908
4117305,PR,23200
4117404,PR,3494
4117453,PR,6023
4117503,PR,40156
4117602,PR,48990
4117701,PR,34023
4117800,PR,14189
4117909,PR,31366
4118006,PR,13345
4118105,PR,11265
4118204,PR,152975
4118303,PR,3117
4118402,PR,87850
4118451,PR,5432
4118501,PR,80710
4118600,PR,5842
4118709,PR,7360
4118808,PR,14198
4118857,PR,6105
4118907,PR,11101
4119004,PR,6674
4119103,PR,12455
4119152,PR,129445
4119202,PR,6440
4119251,PR,2757
4119301,PR,32322
4119400,PR,25277
4119509,PR,107751
4119608,PR,32015
4119657,PR,3140
